1701388800,37890
1703980800,-12345
1706832000,98765
1704553674,92
1704130293,69
1704470056,80
1704477104,73
1704449871,65
1704462643,77
1704395434,94
1704475601,61
1704491939,76
1704084526,82
1704414726,75
1704077807,60
1704185246,83
1704344471,96
1704068318,82
1704651108,95
1704213152,51
1704136868,96
1704353788,64
1704256495,86
1704513949,78
1704541961,76
1704509071,63
1704278361,96
1704347522,99
1704387963,92
1704409242,54
1704347926,80
1704458991,84
1704231190,84
1704134807,83
1704078074,60
1704432589,69
1704153393,52
1704221902,71
1704614365,65
1704248786,81
1704257268,79
1704095010,86
1704094419,72
1704599049,92
1704499001,77
1704139539,57
1704108797,78
1704118197,96
1704260512,71
1704402676,88
1704150753,59
1704401658,71
1704251535,81
1704665569,52
1704609115,72
1704588812,50
1704175399,70
1704496989,86
1704209179,94
1704256633,94
1704479669,65
1704164972,52
1704420739,93
1704256399,98
1704510586,96
1704607049,90
1704098208,93
1704600374,63
1704593837,85
1704588623,85
1704253539,64
1704534260,99
1704441655,52
1704371167,53
1704319828,89
1704241279,53
1704607141,97
1704621359,57
1704526674,50
1704469897,96
1704334110,55
1704583030,97
1704640840,62
1704252583,98
1704429984,62
1704099381,70
1704158161,74
1704341244,96
1704145980,72
1704169445,95
1704664924,99
1704137388,73
1704279250,84
1704455796,91
1704470726,81
1704168677,92
1704331186,95
1704656068,69
1704644265,56
1704096364,84
1704413674,65
1704176725,81
1704403213,76
1704294494,62
1704472278,67
1704510531,71
1704592433,51
1704301748,90
1704660425,81
1704561790,79
1704554436,71
1704608114,60
1704366112,78
1704163358,88
1704394768,90
1704482529,66
1704184816,58
1704141670,84
1704146566,58
1704503351,68
1704088549,92
1704668569,57
1704098923,76
1704193581,67
1704481619,84
1704208204,81
1704354086,50
1704158583,53
1704300544,60
1704258577,83
1704161589,97
1704067228,89
1704168569,92
1704468003,74
1704629097,67
1704408506,69
1704526239,77
1704419258,74
1704384845,63
1704425981,84
1704386294,64
1704310903,91
1704438832,98
1704422395,84
1704602547,54
1704273070,56
1704457545,63
1704585639,69
1704217892,84
1704361621,84
1704279660,69
1704118515,56
1704215952,50
1704238499,59
1704142593,73
1704146896,57
1704341249,66
1704457217,50
1704074625,56
1704077268,63
1704670033,92
1704488857,53
1704138360,93
1704135290,66
1704630398,61
1704102845,57
1704280504,55
1704570598,71
1704446406,53
1704471965,60
1704106190,50
1704162175,77
1704462833,63
1704196224,55
1704568499,67
1704289042,71
1704399864,64
1704633180,52
1704140337,95
1704475558,57
1704319958,75
1704365360,62
1704474477,69
1704069477,52
1704351119,91
1704579136,91
1704349502,61
1704144824,72
1704484025,80
1704667046,81
1704582112,83
1704509939,57
1704264099,99
1704461438,70
1704486474,63
1704253317,91
1704556049,86
1704351057,54
1704480364,65
1704238562,56
1704253764,59
1704286891,96
1704516799,74
1704158681,51
1704309616,70
1704465887,72
1704122859,73
1704400640,97
1704468561,61
1704630959,88
1704249786,69
1704407103,74
1704512529,76
1704651628,51
1704450752,72
1704397572,83
1704119684,93
1704324491,94
1704105912,58
1704335306,65
1704617213,80
1704379934,57
1704607812,79
1704074729,96
1704580449,72
1704591024,74
1704473047,80
1704562931,65
1704356303,73
1704175531,64
1704080135,68
1704556418,54
1704460402,52
1704077367,63
1704408613,95
1704227307,57
1704550770,55
1704582802,55
1704091900,50
1704531290,97
1704634335,78
1704128051,89
1704086922,57
1704387739,72
1704249710,69
1704199763,61
1704082587,65
1704382719,64
1704448219,78
1704457650,72
1704608325,77
1704221492,93
1704255817,78
1704578685,68
1704381075,88
1704529028,59
1704245658,50
1704623775,78
1704234369,90
1704651663,57
1704218133,64
1704286368,74
1704617821,69
1704197927,78
1704153240,90
1704497240,52
1704378733,77
1704117843,79
1704216805,86
1704358879,57
1704628995,90
1704103318,68
1704559349,86
1704622362,77
1704155599,61
1704384691,85
1704386997,53
1704652555,82
1704067656,69
1704628662,65
1704609109,78
1704615381,87
1704411777,56
1704244868,53
1704236861,63
1704439802,79
1704127511,69
1704344488,64
1704583286,59
1704420545,72
1704353978,69
1704410828,97
1704138478,80
1704296652,68
1704394881,66
1704073842,53
1704352697,73
1704470050,96
1704378719,75
1704198160,58
1704452075,66
1704221813,69
1704405954,54
1704389198,70
1704602456,54
1704666020,58
1704529482,82
1704198615,93
1704535702,77
1704325705,87
1704303617,78
1704450120,97
1704656260,65
1704108823,95
1704645855,73
1704585403,72
1704224300,58
1704423227,85
1704574895,67
1704093490,73
1704597913,64
1704350824,91
1704494855,63
1704569946,97
1704436398,82
1704529903,53
1704564843,59
1704519612,84
1704203185,57
1704076623,93
1704227333,53
1704596060,58
1704327842,83
1704262978,91
1704215790,74
1704412341,91
1704190888,64
1704334110,61
1704413869,99
1704438972,71
1704588247,93
1704574300,83
1704164540,73
1704334711,86
1704657631,79
1704467649,90
1704097403,94
1704101815,65
1704499498,62
1704637032,97
1704104763,67
1704619036,82
1704204740,98
1704096900,82
1704523781,89
1704072135,84
1704226314,50
1704409713,85
1704227529,73
1704455065,85
1704484993,75
1704318492,98
1704379993,53
1704553079,83
1704641647,90
1704147288,79
1704312702,92
1704463504,93
1704352221,97
1704322058,92
1704667385,78
1704448008,81
1704668391,55
1704349851,53
1704195221,53
1704334288,73
1704503624,71
1704663881,78
1704484843,68
1704351225,74
1704341587,76
1704519986,83
1704517076,61
1704456318,66
1704246568,91
1704268849,96
1704158068,61
1704543162,62
1704491466,84
1704088326,62
1704165016,56
1704419226,96
1704436899,86
1704561032,98
1704258793,50
1704375843,82
1704120024,72
1704611983,65
1704661464,94
1704655843,68
1704480600,64
1704247533,75
1704370685,74
1704571596,73
1704516566,73
1704621257,76
1704265574,74
1704406994,53
1704396007,84
1704520785,54
1704254312,88
1704453658,78
1704401694,73
1704186627,87
1704135571,78
1704461477,75
1704103353,78
1704629077,91
1704185859,85
1704431167,54
1704288945,94
1704427328,62
1704105661,81
1704334873,53
1704385508,75
1704176964,75
1704448308,50
1704309563,81
1704407757,89
1704408937,98
1704356885,63
1704092070,92
1704649561,55
1704372368,86
1704651161,97
1704645358,89
1704482763,81
1704192146,64
1704608815,88
1704374618,88
1704184551,97
1704566672,54
1704261049,53
1704508041,54
1704480193,56
1704124693,62
1704512922,63
1704572378,67
1704075174,54
1704639782,70
1704562188,91
1704400890,78
1704547415,66
1704564963,73
1704666305,54
1704244887,72
1704110634,88
1704319092,71
1704092115,88
1704149525,79
1704224365,52
1704494236,57
1704401885,95
1704214677,63
1704359064,79
1704315737,75
1704314952,78
1704308440,58
1704325317,81
1704563581,66
1704638799,73
1704508383,89
1704279866,79
1704578716,62
1704117624,64
1704641345,87
1704633146,62
1704391807,70
1704197323,87
1704079742,53
1704648266,70
1704582133,84
1704438515,54
1704671444,66
1704490912,68
1704387152,54
1704666685,75
1704302930,74
1704370694,61
1704072258,67
1704447068,77
1704488163,81
1704217092,77
1704376680,96
1704441685,56
1704508354,98
1704456718,53
1704269076,70
1704513792,80
1704249755,78
1704146326,64
1704426453,65
1704405766,63
1704131985,79
1704597658,66
1704286726,73
1704327020,71
1704236548,79
1704560305,85
1704251843,96
1704187711,95
1704160041,98
1704175692,86
1704409385,53
1704080706,98
1704299475,50
1704574371,63
1704251952,95
1704164811,84
1704150408,67
1704351734,78
1704454884,51
1704198961,57
1704668517,55
1704528284,77
1704073915,91
1704534152,59
1704426668,76
1704561700,68
1704665589,98
1704634648,77
1704539253,87
1704213654,54
1704215389,77
1704361605,50
1704550568,93
1704138217,62
1704568213,84
1704186913,72
